num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Mobile,RoundTrip,55,37,2,Sat,HGHPER,China,1,0,0,5.62,0
1,Internet,RoundTrip,31,41,3,Thu,HGHSBW,Malaysia,1,0,0,5.07,0
1,Internet,RoundTrip,10,18,3,Sat,HGHSUB,Indonesia,0,0,0,5.07,0
2,Internet,RoundTrip,77,21,10,Sat,HGHSUB,China,1,0,1,5.07,1
1,Internet,RoundTrip,52,27,13,Mon,HGHSUB,Indonesia,1,0,0,5.07,1
1,Internet,RoundTrip,37,38,6,Thu,HGHSUB,China,1,1,1,5.07,1
2,Internet,RoundTrip,3,52,23,Fri,HGHSUB,China,1,0,0,5.07,0
1,Internet,RoundTrip,11,18,2,Fri,HGHSUB,Indonesia,0,0,0,5.07,0
3,Internet,RoundTrip,4,20,16,Sat,HGHSUB,China,1,0,0,5.07,0
1,Internet,RoundTrip,84,30,6,Thu,HGHSUB,Indonesia,1,1,1,5.07,1
1,Internet,RoundTrip,58,64,6,Mon,HGHSUB,China,1,0,1,5.07,0
1,Internet,RoundTrip,211,95,8,Mon,HGHSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,34,20,14,Fri,HGHSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,17,20,8,Sun,HGHSYD,China,1,0,0,8.58,1
1,Internet,RoundTrip,65,23,21,Tue,HGHSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,117,47,5,Tue,HGHSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,31,162,10,Sun,HGHSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,23,18,8,Mon,HGHSYD,France,0,0,0,8.58,1
2,Internet,RoundTrip,227,23,4,Tue,HGHSYD,Japan,1,0,0,8.58,0
2,Internet,OneWay,107,23,16,Thu,HGHSYD,China,0,0,0,8.58,0
1,Internet,RoundTrip,98,59,8,Sat,HGHTRZ,China,1,0,1,5.07,1
1,Internet,RoundTrip,37,33,11,Thu,HGHTRZ,United States,1,1,1,5.07,0
1,Internet,RoundTrip,97,59,10,Sun,HGHTRZ,United Kingdom,1,0,1,5.07,0
1,Internet,RoundTrip,56,22,4,Sat,HGHTRZ,China,1,0,1,5.07,0
1,Internet,RoundTrip,59,39,11,Sun,HGHTRZ,Japan,1,0,1,5.07,1
1,Internet,RoundTrip,92,23,6,Thu,HGHTRZ,India,1,0,1,5.07,0
1,Internet,RoundTrip,54,36,12,Mon,HGHTRZ,China,0,0,1,5.07,0
1,Internet,RoundTrip,49,35,10,Sat,HGHTRZ,Singapore,1,0,0,5.07,0
1,Internet,RoundTrip,49,20,10,Wed,HGHTRZ,India,1,0,0,5.07,0
1,Internet,RoundTrip,37,34,7,Wed,HGHTRZ,China,0,0,1,5.07,1
1,Internet,RoundTrip,77,18,9,Fri,HGHTRZ,Hong Kong,1,1,1,5.07,0
1,Internet,RoundTrip,12,52,11,Wed,HGHTRZ,India,1,1,1,5.07,0
1,Internet,RoundTrip,13,30,9,Thu,HGHTRZ,India,0,0,1,5.07,0
1,Internet,RoundTrip,11,35,3,Tue,HGHTRZ,China,1,0,0,5.07,0
1,Internet,RoundTrip,28,30,14,Fri,HGHTRZ,China,1,0,1,5.07,0
1,Internet,RoundTrip,18,27,4,Thu,HGHTRZ,China,1,0,0,5.07,0
1,Internet,RoundTrip,57,22,10,Fri,HGHTRZ,China,1,0,0,5.07,0
1,Internet,RoundTrip,98,59,6,Sat,HGHTRZ,China,1,0,1,5.07,0
1,Internet,RoundTrip,29,31,7,Fri,HGHTRZ,China,0,0,1,5.07,0
1,Internet,RoundTrip,56,24,8,Sat,HGHTRZ,China,1,0,1,5.07,1
1,Internet,RoundTrip,38,35,5,Wed,HGHTRZ,China,1,0,0,5.07,0
1,Internet,RoundTrip,45,52,16,Wed,HGHTRZ,China,1,0,0,5.07,0
1,Internet,RoundTrip,70,18,6,Wed,HGHTRZ,India,1,0,0,5.07,0
1,Internet,RoundTrip,99,57,9,Sun,HGHTRZ,China,1,1,0,5.07,0
1,Internet,RoundTrip,38,33,10,Wed,HGHTRZ,China,1,1,1,5.07,0
3,Internet,RoundTrip,27,19,9,Fri,HKGIKA,Hong Kong,1,0,0,8.15,0
2,Internet,RoundTrip,326,18,4,Wed,HKGIKA,Hong Kong,1,0,0,8.15,0
1,Internet,RoundTrip,20,27,10,Fri,HKGIKA,Australia,1,1,1,8.15,0
1,Internet,RoundTrip,16,24,8,Tue,HKGIKA,Hong Kong,1,0,0,8.15,0
2,Internet,RoundTrip,303,19,21,Mon,HKGKTM,China,1,1,1,4.75,1
1,Internet,RoundTrip,38,21,14,Thu,HKGKTM,Hong Kong,1,0,0,4.75,0
1,Internet,RoundTrip,46,33,14,Fri,HKGKTM,Hong Kong,0,1,1,4.75,0
1,Internet,RoundTrip,23,33,7,Sun,HKGKTM,Hong Kong,0,0,0,4.75,0
1,Internet,RoundTrip,33,20,12,Thu,HKGKTM,Japan,1,0,0,4.75,0
2,Internet,RoundTrip,6,25,10,Tue,HKGKTM,Hong Kong,1,0,0,4.75,0
1,Mobile,RoundTrip,36,48,12,Fri,HKGMEL,Macau,1,0,1,8.83,0
1,Internet,RoundTrip,44,26,8,Tue,HKGMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,114,63,14,Thu,HKGMEL,Hong Kong,1,0,1,8.83,0
1,Mobile,RoundTrip,7,22,13,Mon,HKGMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,27,54,7,Sat,HKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,81,22,9,Sat,HKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,2,22,13,Wed,HKGMEL,Australia,1,0,1,8.83,1
1,Internet,RoundTrip,106,17,11,Wed,HKGMEL,Hong Kong,1,1,1,8.83,0
2,Mobile,RoundTrip,54,20,2,Sat,HKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,120,31,14,Sun,HKGMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,157,22,4,Wed,HKGMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,207,25,4,Tue,HKGMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,39,50,3,Wed,HKGMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,35,17,3,Sat,HKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,54,27,5,Mon,HKGMEL,Hong Kong,1,0,0,8.83,1
1,Internet,RoundTrip,264,58,12,Fri,HKGMEL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,4,17,4,Mon,HKGMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,44,26,1,Thu,HKGMEL,China,0,0,0,8.83,0
1,Internet,RoundTrip,106,29,6,Tue,HKGMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,36,53,13,Sat,HKGMEL,Australia,1,0,1,8.83,0
1,Mobile,RoundTrip,36,34,15,Mon,HKGMEL,Hong Kong,1,1,1,8.83,1
1,Internet,RoundTrip,79,21,11,Sun,HKGMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,93,103,12,Fri,HKGMEL,Hong Kong,1,0,1,8.83,0
1,Internet,RoundTrip,49,89,16,Tue,HKGMEL,Hong Kong,1,1,0,8.83,1
1,Internet,RoundTrip,120,18,13,Wed,HKGMEL,Hong Kong,1,1,1,8.83,1
1,Internet,RoundTrip,17,22,9,Fri,HKGMEL,Hong Kong,1,0,1,8.83,1
1,Internet,RoundTrip,3,88,15,Thu,HKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,121,27,13,Tue,HKGMEL,Hong Kong,1,0,1,8.83,0
1,Internet,RoundTrip,19,21,7,Fri,HKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,203,127,9,Mon,HKGMEL,Hong Kong,0,0,1,8.83,1
1,Internet,RoundTrip,43,29,3,Tue,HKGMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,20,64,16,Tue,HKGMEL,China,1,0,1,8.83,1
1,Mobile,RoundTrip,47,91,22,Wed,HKGMEL,Australia,1,1,1,8.83,1
1,Internet,RoundTrip,14,229,12,Sun,HKGMEL,Australia,1,0,1,8.83,1
1,Internet,RoundTrip,154,17,3,Mon,HKGMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,220,33,11,Mon,HKGMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,100,35,4,Tue,HKGMEL,Hong Kong,1,0,1,8.83,1
1,Mobile,RoundTrip,24,20,5,Sat,HKGMEL,Myanmar (Burma),0,0,1,8.83,0
1,Internet,RoundTrip,17,46,14,Mon,HKGMEL,Hong Kong,1,0,1,8.83,0
1,Internet,RoundTrip,41,84,9,Mon,HKGMEL,Macau,0,0,0,8.83,0
1,Internet,RoundTrip,130,69,14,Wed,HKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,50,106,9,Sat,HKGMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,124,22,6,Wed,HKGMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,28,31,4,Mon,HKGMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,13,30,14,Fri,HKGMEL,Australia,1,1,1,8.83,1
1,Internet,RoundTrip,19,31,3,Sat,HKGMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,38,362,17,Sun,HKGMEL,Hong Kong,1,1,1,8.83,0
1,Internet,RoundTrip,47,22,23,Thu,HKGMEL,United Kingdom,1,1,1,8.83,1
1,Internet,RoundTrip,43,34,2,Sat,HKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,71,17,10,Wed,HKGMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,17,85,8,Fri,HKGMEL,Hong Kong,1,0,0,8.83,1
2,Internet,RoundTrip,118,30,3,Tue,HKGMEL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,37,25,7,Fri,HKGMEL,Australia,1,0,0,8.83,1
1,Internet,RoundTrip,28,17,18,Sun,HKGMEL,Hong Kong,1,0,1,8.83,1
1,Internet,RoundTrip,105,20,11,Mon,HKGMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,151,28,4,Mon,HKGMEL,United States,1,0,1,8.83,0
1,Internet,RoundTrip,223,17,3,Tue,HKGMEL,Hong Kong,0,0,1,8.83,0
1,Internet,RoundTrip,29,56,2,Sat,HKGMEL,Hong Kong,1,0,1,8.83,0
1,Internet,RoundTrip,56,75,12,Sat,HKGMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,60,20,11,Thu,HKGMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,40,99,16,Mon,HKGMEL,Hong Kong,1,1,0,8.83,1
2,Internet,RoundTrip,21,81,7,Thu,HKGMEL,Hong Kong,1,1,0,8.83,1
1,Internet,RoundTrip,94,44,14,Wed,HKGMEL,Hong Kong,1,1,1,8.83,1
1,Internet,RoundTrip,33,23,12,Tue,HKGMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,25,22,8,Sun,HKGMRU,United States,1,0,1,7.42,1
1,Internet,RoundTrip,47,36,7,Sun,HKGMRU,Mauritius,1,1,1,7.42,0
1,Internet,RoundTrip,17,21,9,Sat,HKGOOL,Thailand,1,1,1,8.83,0
1,Internet,RoundTrip,46,18,23,Sun,HKGOOL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,107,26,21,Mon,HKGOOL,France,1,1,1,8.83,0
1,Internet,RoundTrip,15,17,16,Thu,HKGOOL,Hong Kong,1,0,0,8.83,0
1,Internet,RoundTrip,87,86,15,Wed,HKGOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,33,30,10,Wed,HKGOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,58,23,0,Wed,HKGOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,59,22,12,Thu,HKGOOL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,24,33,4,Sun,HKGOOL,Hong Kong,1,1,1,8.83,0
1,Internet,RoundTrip,377,27,0,Fri,HKGOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,41,25,6,Sat,HKGOOL,Malaysia,0,0,0,8.83,0
2,Internet,RoundTrip,187,41,8,Sat,HKGOOL,Hong Kong,1,0,1,8.83,0
2,Internet,RoundTrip,402,29,23,Sun,HKGOOL,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,336,20,8,Tue,HKGOOL,Hong Kong,1,1,0,8.83,1
1,Internet,RoundTrip,49,17,4,Fri,HKGOOL,Hong Kong,1,0,0,8.83,0
1,Internet,RoundTrip,75,131,5,Tue,HKGOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,18,18,5,Wed,HKGOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,45,32,2,Tue,HKGOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,1,65,7,Sun,HKGOOL,China,1,0,0,8.83,0
1,Internet,RoundTrip,257,23,9,Sun,HKGOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,5,53,8,Sat,HKGOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,150,43,17,Tue,HKGOOL,Hong Kong,0,0,0,8.83,1
1,Internet,RoundTrip,33,18,15,Sun,HKGOOL,Hong Kong,1,0,0,8.83,0
1,Internet,RoundTrip,38,28,16,Sun,HKGOOL,Hong Kong,1,1,1,8.83,1
1,Internet,RoundTrip,186,19,7,Wed,HKGOOL,Canada,1,0,0,8.83,0
2,Internet,RoundTrip,62,28,7,Fri,HKGOOL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,21,28,14,Mon,HKGOOL,United Kingdom,1,0,0,8.83,0
1,Internet,RoundTrip,19,20,0,Tue,HKGOOL,China,1,0,0,8.83,0
1,Internet,RoundTrip,90,18,8,Thu,HKGOOL,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,7,33,16,Wed,HKGOOL,Hong Kong,1,0,1,8.83,1
1,Internet,RoundTrip,17,25,11,Fri,HKGOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,22,36,11,Mon,HKGOOL,Australia,0,0,0,8.83,0
1,Mobile,RoundTrip,19,33,5,Fri,HKGOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,13,30,6,Tue,HKGOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,9,29,2,Sat,HKGOOL,United States,1,1,0,8.83,1
2,Internet,RoundTrip,81,19,6,Fri,HKGOOL,Hong Kong,1,0,1,8.83,0
2,Internet,RoundTrip,22,30,1,Wed,HKGOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,6,20,7,Thu,HKGOOL,China,1,0,0,8.83,1
1,Internet,RoundTrip,4,21,14,Thu,HKGOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,74,54,16,Sun,HKGOOL,Hong Kong,1,0,0,8.83,0
1,Internet,RoundTrip,196,32,16,Fri,HKGPER,Spain,1,1,0,5.62,0
1,Internet,RoundTrip,10,23,2,Thu,HKGPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,307,48,11,Fri,HKGPER,Hong Kong,0,0,0,5.62,0
1,Internet,RoundTrip,10,87,5,Mon,HKGPER,China,0,0,0,5.62,0
1,Internet,RoundTrip,105,19,3,Thu,HKGPER,Australia,1,1,1,5.62,0
3,Internet,RoundTrip,111,42,9,Sun,HKGPER,Hong Kong,1,1,1,5.62,0
1,Internet,RoundTrip,21,24,7,Thu,HKGPER,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,49,36,11,Tue,HKGPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,39,18,13,Wed,HKGPER,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,202,53,15,Fri,HKGPER,China,1,0,0,5.62,0
1,Internet,RoundTrip,58,21,10,Wed,HKGPER,Australia,1,1,1,5.62,1
1,Internet,RoundTrip,97,17,7,Fri,HKGPER,Australia,0,0,1,5.62,0
1,Mobile,RoundTrip,14,27,20,Fri,HKGPER,Australia,0,0,0,5.62,0
4,Mobile,RoundTrip,44,23,11,Fri,HKGPER,Hong Kong,1,0,0,5.62,0
2,Internet,RoundTrip,12,21,2,Wed,HKGPER,Hong Kong,1,0,0,5.62,0
1,Internet,RoundTrip,54,71,9,Fri,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,56,27,15,Fri,HKGPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,28,24,1,Tue,HKGPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,5,45,17,Fri,HKGPER,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,29,20,8,Mon,HKGPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,67,19,13,Tue,HKGPER,Hong Kong,1,0,0,5.62,0
1,Internet,RoundTrip,38,27,7,Fri,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,34,26,8,Thu,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,31,34,8,Mon,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,75,35,4,Tue,HKGPER,Australia,1,1,0,5.62,0
4,Internet,RoundTrip,245,23,9,Mon,HKGPER,Denmark,1,0,0,5.62,1
1,Internet,RoundTrip,61,22,16,Tue,HKGPER,Netherlands,1,1,1,5.62,0
1,Internet,RoundTrip,38,18,4,Mon,HKGPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,5,96,2,Sat,HKGPER,Hong Kong,1,1,1,5.62,1
1,Internet,RoundTrip,84,65,4,Sun,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,4,35,12,Wed,HKGPER,Australia,1,0,1,5.62,0
1,Mobile,RoundTrip,76,22,13,Sat,HKGPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,16,87,12,Mon,HKGPER,Australia,1,0,0,5.62,0
4,Internet,RoundTrip,189,21,23,Mon,HKGPER,Hong Kong,1,0,0,5.62,1
1,Mobile,RoundTrip,31,42,7,Sat,HKGPER,Hong Kong,1,0,1,5.62,0
1,Mobile,RoundTrip,160,21,12,Sat,HKGPER,Australia,0,1,0,5.62,0
2,Internet,RoundTrip,83,52,5,Tue,HKGPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,52,32,5,Tue,HKGPER,Australia,1,1,1,5.62,1
1,Internet,RoundTrip,2,17,20,Tue,HKGPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,36,18,21,Tue,HKGPER,Japan,1,0,0,5.62,0
4,Internet,RoundTrip,168,22,9,Mon,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,95,18,16,Wed,HKGPER,Hong Kong,1,1,1,5.62,0
2,Internet,RoundTrip,55,37,22,Thu,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,0,38,7,Wed,HKGPER,Hong Kong,1,0,0,5.62,0
1,Internet,RoundTrip,140,76,4,Tue,HKGPER,Hong Kong,1,1,1,5.62,1
2,Internet,RoundTrip,46,17,9,Thu,HKGPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,347,36,9,Sun,HKGPER,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,33,88,7,Fri,HKGPER,Hong Kong,1,1,1,5.62,0
2,Internet,RoundTrip,90,267,18,Wed,HKGPER,Hong Kong,1,1,1,5.62,1
1,Internet,RoundTrip,18,19,2,Sat,HKGPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,12,20,4,Wed,HKGPER,Hong Kong,1,0,0,5.62,0
1,Mobile,RoundTrip,8,24,4,Wed,HKGPER,Hong Kong,0,0,0,5.62,1
1,Mobile,RoundTrip,38,40,13,Sat,HKGPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,92,85,12,Thu,HKGPER,Hong Kong,1,1,1,5.62,0
1,Internet,RoundTrip,106,31,12,Thu,HKGPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,23,67,7,Mon,HKGPER,China,1,1,1,5.62,0
1,Internet,RoundTrip,71,89,15,Sat,HKGPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,21,19,9,Sun,HKGPER,Australia,0,1,0,5.62,1
2,Internet,RoundTrip,170,29,9,Wed,HKGPER,Hong Kong,1,0,0,5.62,0
3,Internet,RoundTrip,67,18,3,Sun,HKGPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,20,20,15,Thu,HKGPER,Australia,0,1,1,5.62,0
1,Internet,RoundTrip,65,22,8,Mon,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,26,25,12,Fri,HKGPER,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,58,47,11,Mon,HKGPER,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,154,18,10,Thu,HKGPER,Hong Kong,1,0,0,5.62,1
1,Internet,RoundTrip,6,74,2,Wed,HKGPER,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,107,26,11,Wed,HKGPER,Hong Kong,1,1,1,5.62,0
1,Internet,RoundTrip,18,80,16,Sun,HKGPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,42,379,15,Sun,HKGPER,Hong Kong,1,1,1,5.62,0
1,Internet,RoundTrip,36,18,22,Tue,HKGPER,Japan,1,0,0,5.62,0
1,Internet,RoundTrip,92,21,13,Fri,HKGPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,19,23,9,Fri,HKGPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,61,25,14,Fri,HKGPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,80,20,14,Tue,HKGPER,Hong Kong,1,0,0,5.62,0
1,Internet,RoundTrip,25,22,14,Tue,HKGPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,14,40,5,Fri,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,14,22,17,Mon,HKGPER,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,58,20,17,Tue,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,56,58,5,Sun,HKGPER,Australia,0,1,1,5.62,1
3,Internet,RoundTrip,12,20,0,Tue,HKGPER,Australia,1,0,0,5.62,0
4,Internet,RoundTrip,76,41,13,Wed,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,47,18,18,Sat,HKGPER,Hong Kong,0,0,0,5.62,1
1,Internet,RoundTrip,43,94,7,Wed,HKGPER,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,15,46,12,Tue,HKGPER,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,7,17,11,Sat,HKGPER,Hong Kong,1,0,0,5.62,0
1,Internet,RoundTrip,307,48,13,Fri,HKGPER,Hong Kong,0,0,0,5.62,0
2,Internet,RoundTrip,398,24,12,Mon,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,40,22,13,Wed,HKGPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,173,22,4,Tue,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,6,33,16,Thu,HKGSYD,Hong Kong,1,1,1,8.58,0
1,Mobile,RoundTrip,20,86,3,Fri,HKGSYD,Hong Kong,1,1,1,8.58,0
1,Internet,RoundTrip,17,49,12,Fri,HKGSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,244,22,3,Sat,HKGSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,63,20,10,Tue,HKGSYD,France,1,1,1,8.58,1
1,Internet,RoundTrip,27,20,7,Thu,HKGSYD,Hong Kong,1,1,1,8.58,1
1,Internet,RoundTrip,14,19,9,Tue,HKGSYD,Hong Kong,0,0,0,8.58,1
1,Internet,RoundTrip,37,141,5,Thu,HKGSYD,Hong Kong,1,1,1,8.58,0
1,Internet,RoundTrip,41,98,9,Sun,HKGSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,52,31,7,Mon,HKGSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,161,18,12,Thu,HKGSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,47,20,10,Tue,HKGSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,46,32,11,Sun,HKGSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,28,29,15,Tue,HKGSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,37,330,2,Mon,HKGSYD,Singapore,1,1,0,8.58,0
1,Internet,RoundTrip,70,18,3,Thu,HKGSYD,China,1,0,0,8.58,0
2,Internet,RoundTrip,118,27,11,Sat,HKGSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,96,124,7,Wed,HKGSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,38,20,15,Sun,HKGSYD,Hong Kong,1,0,0,8.58,0
1,Internet,RoundTrip,124,50,15,Mon,HKGSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,113,22,12,Wed,HKGSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,291,21,1,Mon,HKGSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,56,22,19,Tue,HKGSYD,United Kingdom,1,1,0,8.58,0
1,Internet,RoundTrip,291,21,1,Mon,HKGSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,20,31,15,Mon,HKGSYD,Netherlands,1,0,0,8.58,0
1,Internet,RoundTrip,86,69,16,Tue,HKGSYD,Hong Kong,1,1,0,8.58,0
1,Internet,RoundTrip,21,91,17,Sat,HKGSYD,Hong Kong,1,1,1,8.58,0
1,Internet,RoundTrip,45,41,21,Thu,HKGSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,187,165,22,Fri,HKGSYD,United Kingdom,1,1,1,8.58,0
1,Internet,RoundTrip,49,53,5,Wed,HKGSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,83,30,13,Wed,HKGSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,19,19,15,Fri,HKGSYD,Hong Kong,0,0,1,8.58,0
1,Internet,RoundTrip,53,120,10,Sun,HKGSYD,Hong Kong,1,1,1,8.58,1
2,Mobile,RoundTrip,29,32,15,Wed,HKGSYD,Hong Kong,1,0,0,8.58,0
1,Internet,RoundTrip,21,20,14,Wed,HKGSYD,Hong Kong,1,0,1,8.58,1
2,Internet,RoundTrip,108,32,23,Fri,HKGSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,12,33,16,Tue,HKGSYD,Hong Kong,1,1,1,8.58,0
1,Internet,RoundTrip,41,20,16,Mon,HKGSYD,Hong Kong,0,0,0,8.58,0
1,Internet,RoundTrip,40,24,16,Thu,HKGSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,46,167,17,Mon,HKGSYD,Hong Kong,1,0,1,8.58,0
1,Mobile,RoundTrip,27,86,14,Thu,HKGSYD,Hong Kong,1,1,1,8.58,0
1,Internet,RoundTrip,42,34,16,Fri,HKGSYD,United States,0,0,1,8.58,0
1,Internet,RoundTrip,208,44,2,Sun,HKGSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,30,19,7,Mon,HKGSYD,Macau,1,1,1,8.58,0
1,Internet,RoundTrip,14,51,10,Tue,HKGSYD,Hong Kong,0,0,0,8.58,1
1,Internet,RoundTrip,156,23,10,Sat,HKGSYD,Macau,0,0,1,8.58,0
1,Internet,RoundTrip,23,334,2,Fri,HKGSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,304,30,19,Mon,HKGSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,68,20,4,Sun,HKGSYD,Australia,0,0,1,8.58,0
