,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
3181,KARNATAKA,RAICHUR,2005,8,6,2,66,6,59,0
3182,KARNATAKA,RAILWAYS,2005,0,0,2,1,0,1,0
3183,KARNATAKA,SHIMOGA,2005,17,20,7,88,5,158,0
3184,KARNATAKA,TUMKUR,2005,14,15,8,59,0,41,0
3185,KARNATAKA,UDUPI,2005,7,2,2,27,1,14,0
3186,KARNATAKA,UTTAR KANNADA,2005,3,1,2,42,1,40,0
3187,KARNATAKA,TOTAL,2005,343,312,261,1585,71,1883,0
3188,KERALA,ALAPUZHA,2005,22,7,1,165,4,201,0
3189,KERALA,CBCID,2005,1,0,0,0,0,5,0
3190,KERALA,ERNAKULAM COMMR.,2005,7,1,2,33,12,66,0
3191,KERALA,ERNAKULAM RURAL,2005,15,5,2,134,2,105,0
3192,KERALA,IDUKKI,2005,28,5,2,125,10,107,0
3193,KERALA,KANNUR,2005,25,5,0,121,17,215,0
3194,KERALA,KASARGOD,2005,25,4,0,72,6,133,0
3195,KERALA,KOLLAM,2005,47,19,2,320,4,367,0
3196,KERALA,KOTTAYAM,2005,25,13,1,167,16,149,0
3197,KERALA,KOZHIKODE COMMR.,2005,13,7,2,50,2,130,0
3198,KERALA,KOZHIKODE RURAL,2005,36,6,2,120,14,209,0
3199,KERALA,MALAPPURAM,2005,50,8,0,130,5,449,0
3200,KERALA,PALAKKAD,2005,53,6,1,66,4,279,0
3201,KERALA,PATHANAMTHITTA,2005,14,6,1,139,2,119,0
3202,KERALA,RAILWAYS,2005,0,0,0,5,1,0,0
3203,KERALA,THRISSUR,2005,38,11,2,161,28,270,0
3204,KERALA,TRIVANDRUM COMMR.,2005,10,9,0,160,20,92,0
3205,KERALA,TRIVANDRUM RURAL,2005,36,15,2,311,15,294,0
3206,KERALA,WAYANADU,2005,33,2,1,60,13,93,0
3207,KERALA,TOTAL,2005,478,129,21,2339,175,3283,0
3208,MADHYA PRADESH,ANUPPUR,2005,31,5,5,72,5,29,0
3209,MADHYA PRADESH,ASHOK NAGAR,2005,47,6,9,113,4,30,0
3210,MADHYA PRADESH,BALAGHAT,2005,58,6,4,155,17,34,0
3211,MADHYA PRADESH,BARWANI,2005,41,5,2,92,17,14,0
3212,MADHYA PRADESH,BETUL,2005,136,12,22,130,11,74,0
3213,MADHYA PRADESH,BHIND,2005,29,9,28,73,2,41,0
3214,MADHYA PRADESH,BHOPAL,2005,79,24,13,177,51,125,0
3215,MADHYA PRADESH,BHOPAL RLY.,2005,1,1,3,11,3,1,0
3216,MADHYA PRADESH,BURHANPUR,2005,14,1,3,51,14,30,0
3217,MADHYA PRADESH,CHHATARPUR,2005,46,10,18,162,8,40,0
3218,MADHYA PRADESH,CHHINDWARA,2005,122,18,15,165,24,122,0
3219,MADHYA PRADESH,DAMOH,2005,43,6,31,113,0,53,0
3220,MADHYA PRADESH,DATIYA,2005,30,7,7,66,0,26,0
3221,MADHYA PRADESH,DEWAS,2005,86,21,20,186,52,173,0
3222,MADHYA PRADESH,DHAR,2005,134,36,41,180,9,63,0
3223,MADHYA PRADESH,DINDORI,2005,32,1,2,57,0,11,0
3224,MADHYA PRADESH,GUNA,2005,77,5,3,176,18,61,0
3225,MADHYA PRADESH,GWALIOR,2005,61,32,21,164,11,130,0
3226,MADHYA PRADESH,HARDA,2005,32,6,7,41,0,9,0
3227,MADHYA PRADESH,HOSHANGABAD,2005,64,9,10,124,16,58,0
3228,MADHYA PRADESH,INDORE,2005,102,42,29,221,73,283,0
3229,MADHYA PRADESH,INDORE RLY.,2005,3,0,0,6,0,1,0
3230,MADHYA PRADESH,JABALPUR,2005,92,23,34,310,133,154,0
3231,MADHYA PRADESH,JABALPUR RLY.,2005,0,0,2,10,1,0,0
3232,MADHYA PRADESH,JHABUA,2005,37,43,1,62,2,8,0
3233,MADHYA PRADESH,KATNI,2005,46,3,30,104,10,50,0
3234,MADHYA PRADESH,KHANDWA,2005,56,34,8,197,22,59,0
3235,MADHYA PRADESH,KHARGON,2005,61,8,21,151,21,32,1
3236,MADHYA PRADESH,MANDLA,2005,61,7,4,75,3,18,0
3237,MADHYA PRADESH,MANDSAUR,2005,31,10,7,129,14,79,0
3238,MADHYA PRADESH,MORENA,2005,32,20,27,89,3,74,0
3239,MADHYA PRADESH,NARSINGHPUR,2005,65,1,21,156,10,52,0
3240,MADHYA PRADESH,NEEMUCH,2005,27,3,1,68,7,41,0
3241,MADHYA PRADESH,PANNA,2005,33,4,14,85,0,13,1
3242,MADHYA PRADESH,RAISEN,2005,97,14,8,154,15,57,0
3243,MADHYA PRADESH,RAJGARH,2005,75,15,4,158,31,92,0
3244,MADHYA PRADESH,RATLAM,2005,74,10,10,127,30,56,0
3245,MADHYA PRADESH,REWA,2005,64,15,42,107,2,39,0
3246,MADHYA PRADESH,SAGAR,2005,110,21,34,362,24,127,0
3247,MADHYA PRADESH,SATNA,2005,75,3,34,195,9,66,0
3248,MADHYA PRADESH,SEONI,2005,57,8,22,142,11,37,0
3249,MADHYA PRADESH,SHAHDOL,2005,43,5,13,156,9,57,0
3250,MADHYA PRADESH,SHAJAPUR,2005,73,10,6,173,22,64,0
3251,MADHYA PRADESH,SHEOPUR,2005,21,1,1,42,0,24,0
3252,MADHYA PRADESH,SHIVPURI,2005,58,19,2,99,0,30,0
3253,MADHYA PRADESH,SIDHI,2005,47,21,23,132,4,42,0
3254,MADHYA PRADESH,SIHORE,2005,73,10,14,76,14,45,0
3255,MADHYA PRADESH,TIKAMGARH,2005,40,6,18,106,5,28,0
3256,MADHYA PRADESH,UJJAIN,2005,74,14,17,172,41,173,1
3257,MADHYA PRADESH,UMARIYA,2005,34,0,1,55,5,19,0
3258,MADHYA PRADESH,VIDISHA,2005,97,14,27,199,9,45,0
3259,MADHYA PRADESH,TOTAL,2005,2921,604,739,6426,792,2989,3
3260,MAHARASHTRA,AHMEDNAGAR,2005,56,25,0,91,0,338,0
3261,MAHARASHTRA,AKOLA,2005,21,22,3,82,14,184,0
3262,MAHARASHTRA,AMRAVATI COMMR.,2005,23,8,2,31,20,57,0
3263,MAHARASHTRA,AMRAVATI RURAL,2005,60,16,10,122,34,132,0
3264,MAHARASHTRA,AURANGABAD COMMR.,2005,26,10,2,31,8,93,0
3265,MAHARASHTRA,AURANGABAD RURAL,2005,9,4,26,44,10,263,0
3266,MAHARASHTRA,BEED,2005,25,18,7,99,15,275,0
3267,MAHARASHTRA,BHANDARA,2005,15,14,3,64,34,67,0
3268,MAHARASHTRA,BULDHANA,2005,42,16,53,110,40,187,0
3269,MAHARASHTRA,CHANDRAPUR,2005,41,14,2,93,27,110,0
3270,MAHARASHTRA,DHULE,2005,15,9,10,27,7,110,0
3271,MAHARASHTRA,GADCHIROLI,2005,22,3,1,62,4,42,0
3272,MAHARASHTRA,GONDIA,2005,22,17,1,106,19,59,0
3273,MAHARASHTRA,HINGOLI,2005,15,12,2,45,8,106,0
3274,MAHARASHTRA,JALGAON,2005,52,26,4,92,30,301,0
3275,MAHARASHTRA,JALNA,2005,20,8,21,53,5,215,0
3276,MAHARASHTRA,KOLHAPUR,2005,26,15,22,47,12,76,0
3277,MAHARASHTRA,LATUR,2005,24,20,40,61,3,107,0
3278,MAHARASHTRA,MUMBAI,2005,201,122,9,385,99,336,0
3279,MAHARASHTRA,MUMBAI RLY.,2005,2,5,0,12,4,0,0
3280,MAHARASHTRA,NAGPUR COMMR.,2005,52,48,4,76,52,185,0
3281,MAHARASHTRA,NAGPUR RLY.,2005,1,3,0,7,2,0,0
3282,MAHARASHTRA,NAGPUR RURAL,2005,51,16,8,113,36,86,0
3283,MAHARASHTRA,NANDED,2005,41,29,17,85,10,239,0
3284,MAHARASHTRA,NANDURBAR,2005,19,2,3,21,8,73,0
3285,MAHARASHTRA,NASIK COMMR.,2005,21,13,0,35,13,121,0
3286,MAHARASHTRA,NASIK RURAL,2005,50,16,8,102,30,375,0
3287,MAHARASHTRA,NAVI MUMBAI,2005,19,7,9,42,11,63,0
3288,MAHARASHTRA,OSMANABAD,2005,22,4,1,42,8,118,0
3289,MAHARASHTRA,PARBHANI,2005,14,8,10,40,3,131,0
3290,MAHARASHTRA,PUNE COMMR.,2005,79,72,1,107,95,201,0
3291,MAHARASHTRA,PUNE RLY.,2005,0,0,0,2,1,0,0
3292,MAHARASHTRA,PUNE RURAL,2005,46,16,6,57,14,172,0
3293,MAHARASHTRA,RAIGAD,2005,25,6,4,47,7,63,0
3294,MAHARASHTRA,RATNAGIRI,2005,27,3,2,40,29,40,0
3295,MAHARASHTRA,SANGLI,2005,34,12,7,55,7,105,0
3296,MAHARASHTRA,SATARA,2005,31,18,6,61,2,180,0
3297,MAHARASHTRA,SINDHUDURG,2005,4,2,0,20,12,4,0
3298,MAHARASHTRA,SOLAPUR COMMR.,2005,20,4,1,17,11,47,0
3299,MAHARASHTRA,SOLAPUR RURAL,2005,40,16,6,54,9,127,0
3300,MAHARASHTRA,THANE COMMR.,2005,60,52,1,110,39,246,0
3301,MAHARASHTRA,THANE RURAL,2005,66,37,5,132,33,133,0
3302,MAHARASHTRA,WARDHA,2005,35,31,4,110,45,94,0
3303,MAHARASHTRA,WASHIM,2005,12,12,10,63,7,139,0
3304,MAHARASHTRA,YAVATMAL,2005,59,40,10,133,42,233,0
3305,MAHARASHTRA,TOTAL,2005,1545,851,341,3228,919,6233,0
3306,MANIPUR,BISHNUPUR,2005,3,5,0,3,0,1,0
3307,MANIPUR,CHANDEL,2005,0,0,0,2,0,0,0
3308,MANIPUR,CHURACHANDPUR,2005,0,1,0,2,0,0,0
3309,MANIPUR,IMPHAL(EAST),2005,4,21,0,3,0,1,0
3310,MANIPUR,IMPHAL(WEST),2005,10,28,0,12,0,3,0
3311,MANIPUR,SENAPATI,2005,0,0,0,0,0,0,0
3312,MANIPUR,TAMENGLONG,2005,1,0,0,0,0,0,0
3313,MANIPUR,THOUBAL,2005,7,14,0,3,0,15,0
3314,MANIPUR,UKHRUL,2005,0,0,0,0,0,0,0
3315,MANIPUR,TOTAL,2005,25,69,0,25,0,20,0
3316,MEGHALAYA,GARO HILLS EAST,2005,4,0,0,0,0,0,0
3317,MEGHALAYA,GARO HILLS SOUTH,2005,0,0,0,2,0,0,0
3318,MEGHALAYA,GARO HILLS WEST,2005,3,5,0,9,0,2,0
3319,MEGHALAYA,JAINTIA HILLS,2005,10,3,0,10,0,0,0
3320,MEGHALAYA,KHASI HILLS EAST,2005,25,10,1,10,0,1,0
3321,MEGHALAYA,KHASI HILLS WEST,2005,12,0,0,7,0,0,0
3322,MEGHALAYA,RI-BHOI,2005,9,1,0,6,0,0,0
3323,MEGHALAYA,TOTAL,2005,63,19,1,44,0,3,0
3324,MIZORAM,AIZAWL,2005,10,0,0,10,2,0,0
3325,MIZORAM,CHAMPHAI,2005,5,0,0,7,0,0,0
3326,MIZORAM,KOLASIB,2005,2,0,0,0,0,0,0
3327,MIZORAM,LAWNGTLAI,2005,2,0,2,6,1,0,0
3328,MIZORAM,LUNGLEI,2005,6,0,0,8,0,0,0
3329,MIZORAM,MAMIT,2005,6,0,0,3,0,0,0
3330,MIZORAM,SAIHA,2005,2,0,2,9,1,0,0
3331,MIZORAM,SERCHHIP,2005,4,0,0,6,0,0,0
3332,MIZORAM,TOTAL,2005,37,0,4,49,4,0,0
3333,NAGALAND,DIMAPUR,2005,7,0,0,0,0,0,0
3334,NAGALAND,KIPHIRE,2005,0,0,0,0,0,0,0
3335,NAGALAND,KOHIMA,2005,5,5,0,0,0,0,0
3336,NAGALAND,MOKOKCHUNG,2005,0,0,0,1,0,0,0
3337,NAGALAND,MON,2005,1,0,0,1,0,0,0
3338,NAGALAND,PEREN,2005,1,0,0,4,0,0,0
3339,NAGALAND,PHEK,2005,1,1,0,1,0,0,0
3340,NAGALAND,TUENSANG,2005,1,0,0,0,0,0,0
3341,NAGALAND,WOKHA,2005,0,3,0,0,0,0,0
3342,NAGALAND,ZUNHEBOTO,2005,1,0,0,0,0,0,0
3343,NAGALAND,TOTAL,2005,17,9,0,7,0,0,0
3344,ODISHA,ANGUL,2005,28,15,5,135,0,61,0
3345,ODISHA,BALASORE,2005,43,35,32,132,17,122,0
3346,ODISHA,BARAGARH,2005,21,12,9,112,3,256,0
3347,ODISHA,BERHAMPUR,2005,6,3,1,111,6,24,0
3348,ODISHA,BHADRAK,2005,37,18,9,90,25,116,0
3349,ODISHA,BOLANGIR,2005,37,32,11,126,10,22,0
3350,ODISHA,BOUDH,2005,7,2,3,35,2,6,0
3351,ODISHA,CUTTACK,2005,29,64,39,24,6,162,0
3352,ODISHA,DEOGARH,2005,16,5,1,60,3,12,0
3353,ODISHA,DHENKANAL,2005,8,9,20,139,9,34,0
3354,ODISHA,GAJAPATI,2005,9,6,1,35,2,3,0
3355,ODISHA,GANJAM,2005,26,12,28,179,10,92,0
3356,ODISHA,JAGATSINGHPUR,2005,14,10,11,7,6,35,0
3357,ODISHA,JAJPUR,2005,20,39,25,37,3,59,0
3358,ODISHA,JHARSUGUDA,2005,19,5,1,52,3,22,0
3359,ODISHA,KALAHANDI,2005,30,10,5,40,1,32,0
3360,ODISHA,KANDHAMAL,2005,20,20,8,111,2,45,0
3361,ODISHA,KENDRAPARA,2005,23,17,19,13,0,5,0
3362,ODISHA,KEONJHAR,2005,36,21,12,89,15,20,0
3363,ODISHA,KHURDA,2005,57,56,17,42,9,46,0
3364,ODISHA,KORAPUT,2005,45,25,2,116,6,64,0
3365,ODISHA,MALKANGIR,2005,7,6,3,23,2,6,0
3366,ODISHA,MAYURBHANJ,2005,102,37,19,136,0,180,0
3367,ODISHA,NAYAGARH,2005,17,20,4,10,3,14,0
3368,ODISHA,NOWRANGPUR,2005,18,8,2,49,1,8,0
3369,ODISHA,NUAPADA,2005,6,5,2,38,3,14,0
3370,ODISHA,PURI,2005,31,18,30,24,8,90,0
3371,ODISHA,RAYAGADA,2005,17,0,2,44,5,37,0
3372,ODISHA,ROURKELA,2005,17,10,8,51,7,26,0
3373,ODISHA,SAMBALPUR,2005,15,17,3,76,10,22,0
3374,ODISHA,SONEPUR,2005,4,1,0,43,0,6,0
3375,ODISHA,SRP(CUTTACK),2005,1,1,0,4,0,2,0
3376,ODISHA,SRP(ROURKELA),2005,1,3,0,6,0,1,0
3377,ODISHA,SUNDARGARH,2005,32,5,2,49,7,27,0
3378,ODISHA,TOTAL,2005,799,547,334,2238,184,1671,0
3379,PUNJAB,AMRITSAR,2005,5,14,2,6,0,44,0
3380,PUNJAB,BARNALA,2005,11,1,3,11,0,12,0
3381,PUNJAB,BATALA,2005,24,11,7,7,0,34,0
3382,PUNJAB,BHATINDA,2005,30,21,2,23,1,45,0
3383,PUNJAB,FARIDKOT,2005,6,2,1,10,0,9,0
3384,PUNJAB,FATEHGARH SAHIB,2005,6,5,4,1,1,13,0
3385,PUNJAB,FEROZPUR,2005,24,10,8,10,0,21,0
3386,PUNJAB,G.R.P,2005,1,0,2,4,0,0,0
3387,PUNJAB,GURDASPUR,2005,16,12,6,11,0,22,0
3388,PUNJAB,HOSHIARPUR,2005,23,14,8,11,1,46,0
3389,PUNJAB,JAGRAON,2005,12,9,0,9,6,3,0
3390,PUNJAB,JALANDHAR,2005,37,65,7,27,1,78,0
3391,PUNJAB,KAPURTHALA,2005,18,18,2,21,0,29,0
3392,PUNJAB,KHANNA,2005,11,7,2,12,0,20,0
3393,PUNJAB,LUDHIANA,2005,42,37,5,26,25,85,0
3394,PUNJAB,MAJITHA,2005,9,15,7,2,1,16,0
3395,PUNJAB,MANSA,2005,15,6,1,5,0,18,0
3396,PUNJAB,MOGA,2005,9,11,3,6,1,13,0
3397,PUNJAB,MUKTSAR,2005,18,15,3,18,0,34,0
3398,PUNJAB,NAWAN SHAHR,2005,14,6,2,8,1,21,0
3399,PUNJAB,PATIALA,2005,19,20,8,30,2,82,0
3400,PUNJAB,ROPAR,2005,18,10,6,16,2,29,0
3401,PUNJAB,SANGRUR,2005,11,15,7,14,1,43,0
3402,PUNJAB,TARN TARAN,2005,19,5,3,20,0,12,0
3403,PUNJAB,TOTAL,2005,398,329,99,308,43,729,0
3404,RAJASTHAN,AJMER,2005,26,89,11,61,3,339,0
3405,RAJASTHAN,ALWAR,2005,52,61,31,110,0,297,0
3406,RAJASTHAN,BANSWARA,2005,29,29,7,83,1,56,0
3407,RAJASTHAN,BARAN,2005,45,39,3,121,0,212,0
3408,RAJASTHAN,BARMER,2005,19,20,13,86,0,72,0
3409,RAJASTHAN,BHARATPUR,2005,46,58,35,44,0,220,0
3410,RAJASTHAN,BHILWARA,2005,39,102,14,87,0,293,0
3411,RAJASTHAN,BIKANER,2005,30,20,12,67,0,199,0
3412,RAJASTHAN,BUNDI,2005,41,58,5,105,0,166,0
3413,RAJASTHAN,CHITTORGARH,2005,61,102,7,118,1,335,0
3414,RAJASTHAN,CHURU,2005,18,19,7,60,0,149,0
3415,RAJASTHAN,DAUSA,2005,12,16,13,12,0,83,0
3416,RAJASTHAN,DHOLPUR,2005,25,35,17,30,0,98,0
3417,RAJASTHAN,DUNGARPUR,2005,9,30,3,39,0,50,0
3418,RAJASTHAN,G.R.P.,2005,2,2,0,15,1,0,0
3419,RAJASTHAN,GANGANAGAR,2005,45,47,10,58,0,373,0
3420,RAJASTHAN,HANUMANGARH,2005,36,18,12,58,0,235,0
3421,RAJASTHAN,JAIPUR,2005,82,163,40,212,5,538,0
3422,RAJASTHAN,JAISALMER,2005,2,4,5,16,0,16,0
3423,RAJASTHAN,JALORE,2005,5,14,5,42,0,59,0
3424,RAJASTHAN,JHALAWAR,2005,40,46,6,160,6,199,0
3425,RAJASTHAN,JHUNJHUNU,2005,31,15,11,45,0,98,0
3426,RAJASTHAN,JODHPUR,2005,29,58,16,98,5,221,0
3427,RAJASTHAN,KARAULI,2005,22,41,14,40,0,116,0
3428,RAJASTHAN,KOTA,2005,40,93,5,154,1,361,0
3429,RAJASTHAN,NAGAUR,2005,33,40,15,169,0,136,0
3430,RAJASTHAN,PALI,2005,36,59,8,145,1,211,0
3431,RAJASTHAN,RAJSAMAND,2005,8,37,0,29,2,117,0
3432,RAJASTHAN,SAWAI MADHOPUR,2005,23,29,8,28,0,114,0
3433,RAJASTHAN,SIKAR,2005,21,44,12,22,0,137,0
3434,RAJASTHAN,SIROHI,2005,23,21,4,51,0,104,0
3435,RAJASTHAN,TONK,2005,18,52,1,37,1,188,0
3436,RAJASTHAN,UDAIPUR,2005,45,88,11,101,1,205,0
3437,RAJASTHAN,TOTAL,2005,993,1549,361,2503,28,5997,0
3438,SIKKIM,EAST,2005,8,1,0,8,0,3,0
3439,SIKKIM,NORTH,2005,1,0,0,1,0,0,0
3440,SIKKIM,SOUTH,2005,6,1,0,22,0,0,0
3441,SIKKIM,WEST,2005,3,0,0,7,0,1,0
3442,SIKKIM,TOTAL,2005,18,2,0,38,0,4,0
3443,TAMIL NADU,CHENNAI,2005,43,31,30,82,102,236,0
3444,TAMIL NADU,CHENNAI RLY.,2005,0,0,0,3,1,2,0
3445,TAMIL NADU,COIMBATORE RURAL,2005,33,18,8,165,35,147,0
3446,TAMIL NADU,COIMBATORE URBAN,2005,6,3,3,21,5,31,0
3447,TAMIL NADU,CUDDALORE,2005,32,23,13,45,0,40,0
3448,TAMIL NADU,DHARMAPURI,2005,7,23,5,42,4,41,0
3449,TAMIL NADU,DINDIGUL,2005,17,0,5,33,1,35,0
3450,TAMIL NADU,ERODE,2005,22,16,5,72,11,63,0
3451,TAMIL NADU,KANCHIPURAM,2005,18,0,12,43,13,10,0
3452,TAMIL NADU,KANYAKUMARI,2005,13,16,1,15,0,40,0
3453,TAMIL NADU,KARUR,2005,6,12,5,8,7,26,0
3454,TAMIL NADU,KRISHNAGIRI,2005,10,26,10,47,34,28,0
3455,TAMIL NADU,MADURAI RURAL,2005,24,32,4,57,13,44,0
3456,TAMIL NADU,MADURAI URBAN,2005,5,13,3,28,29,43,0
3457,TAMIL NADU,NAGAPATTINAM,2005,12,12,2,45,6,19,0
3458,TAMIL NADU,NAMAKKAL,2005,0,33,0,39,0,41,0
3459,TAMIL NADU,NILGIRIS,2005,13,8,0,32,0,6,0
3460,TAMIL NADU,PERAMBALUR,2005,19,16,3,51,3,21,0
3461,TAMIL NADU,PUDUKOTTAI,2005,14,29,4,55,8,51,0
3462,TAMIL NADU,RAMNATHAPURAM,2005,5,14,4,28,3,29,0
3463,TAMIL NADU,SALEM RURAL,2005,52,106,14,218,0,154,0
3464,TAMIL NADU,SALEM URBAN,2005,4,10,6,9,9,18,0
3465,TAMIL NADU,SIVAGANGAI,2005,2,7,8,8,10,28,0
3466,TAMIL NADU,THANJAVUR,2005,9,45,7,102,5,26,0
3467,TAMIL NADU,THENI,2005,3,14,2,50,4,19,0
3468,TAMIL NADU,THIRUNELVELI RURAL,2005,27,26,5,123,1,48,0
3469,TAMIL NADU,THIRUNELVELI URBAN,2005,2,6,1,7,29,6,0
3470,TAMIL NADU,THIRUVALLUR,2005,15,21,14,58,17,24,0
3471,TAMIL NADU,THIRUVANNAMALAI,2005,26,35,5,17,16,53,0
3472,TAMIL NADU,THIRUVARUR,2005,4,4,1,72,21,15,0
3473,TAMIL NADU,THOOTHUGUDI,2005,17,8,3,10,105,59,0
3474,TAMIL NADU,TRICHY RLY.,2005,0,0,0,1,0,1,0
3475,TAMIL NADU,TRICHY RURAL,2005,19,50,7,12,7,43,0
3476,TAMIL NADU,TRICHY URBAN,2005,1,4,2,17,74,23,0
3477,TAMIL NADU,VELLORE,2005,23,23,12,54,0,28,0
3478,TAMIL NADU,VILUPPURAM,2005,49,49,9,50,5,59,0
3479,TAMIL NADU,VIRUDHUNAGAR,2005,19,50,2,45,87,93,0
3480,TAMIL NADU,TOTAL,2005,571,783,215,1764,665,1650,0
3481,TRIPURA,DHALAI,2005,15,8,1,13,0,29,0
3482,TRIPURA,NORTH,2005,47,11,3,44,0,105,0
3483,TRIPURA,SOUTH,2005,42,12,11,65,0,129,0
3484,TRIPURA,WEST,2005,58,12,19,39,1,176,0
3485,TRIPURA,TOTAL,2005,162,43,34,161,1,439,0
3486,UTTAR PRADESH,AGRA,2005,29,77,38,80,162,232,0
3487,UTTAR PRADESH,ALIGARH,2005,61,84,43,38,43,226,0
3488,UTTAR PRADESH,ALLAHABAD,2005,17,50,40,30,47,117,0
3489,UTTAR PRADESH,AMBEDKAR NAGAR,2005,11,31,13,14,9,42,0
3490,UTTAR PRADESH,AURAIYA,2005,9,22,22,15,8,26,0
3491,UTTAR PRADESH,AZAMGARH,2005,10,32,27,26,24,156,0
3492,UTTAR PRADESH,BADAUN,2005,22,60,32,39,22,47,0
3493,UTTAR PRADESH,BAGHPAT,2005,13,26,10,15,19,74,0
3494,UTTAR PRADESH,BAHRAICH,2005,25,39,21,20,38,21,0
3495,UTTAR PRADESH,BALLIA,2005,2,4,12,7,5,11,0
3496,UTTAR PRADESH,BALRAMPUR,2005,6,5,4,9,4,7,0
3497,UTTAR PRADESH,BANDA,2005,16,10,22,32,5,12,0
3498,UTTAR PRADESH,BARABANKI,2005,30,29,21,29,35,59,0
3499,UTTAR PRADESH,BAREILLY,2005,48,81,37,89,74,210,0
3500,UTTAR PRADESH,BASTI,2005,13,13,7,8,20,22,0
3501,UTTAR PRADESH,BIJNOR,2005,22,26,26,26,45,60,0
3502,UTTAR PRADESH,BULANDSHAHAR,2005,33,60,41,62,116,106,0
3503,UTTAR PRADESH,CHANDOLI,2005,6,3,9,5,50,10,0
3504,UTTAR PRADESH,CHITRAKOOT DHAM,2005,10,0,12,12,0,6,0
3505,UTTAR PRADESH,DEORIA,2005,7,17,17,7,5,27,0
3506,UTTAR PRADESH,ETAH,2005,16,33,43,34,26,62,0
3507,UTTAR PRADESH,ETAWAH,2005,12,28,29,20,35,26,0
3508,UTTAR PRADESH,FAIZABAD,2005,11,33,15,13,29,48,0
3509,UTTAR PRADESH,FATEHGARH,2005,10,20,14,7,15,26,0
3510,UTTAR PRADESH,FATEHPUR,2005,7,18,22,11,9,21,0
3511,UTTAR PRADESH,FIROZABAD,2005,17,44,48,16,42,57,0
3512,UTTAR PRADESH,G.R.P.,2005,3,1,1,15,26,0,0
3513,UTTAR PRADESH,GAUTAMBUDH NAGAR,2005,18,42,14,28,43,45,0
3514,UTTAR PRADESH,GHAZIABAD,2005,24,79,33,26,92,147,0
3515,UTTAR PRADESH,GHAZIPUR,2005,2,3,19,7,20,35,0
3516,UTTAR PRADESH,GONDA,2005,12,15,26,14,23,6,0
3517,UTTAR PRADESH,GORAKHPUR,2005,24,27,16,22,25,18,0
3518,UTTAR PRADESH,HAMIRPUR,2005,9,10,6,17,11,10,0
3519,UTTAR PRADESH,HARDOI,2005,31,32,25,51,48,47,0
3520,UTTAR PRADESH,HATHRAS,2005,12,20,20,34,35,86,0
3521,UTTAR PRADESH,J.P.NAGAR,2005,22,14,8,30,40,20,0
3522,UTTAR PRADESH,JALAUN,2005,3,8,21,13,37,17,0
3523,UTTAR PRADESH,JAUNPUR,2005,13,21,26,15,32,40,0
3524,UTTAR PRADESH,JHANSI,2005,3,9,13,14,37,38,0
3525,UTTAR PRADESH,KANNAUJ,2005,5,27,10,20,13,62,0
3526,UTTAR PRADESH,KANPUR DEHAT,2005,8,44,26,32,20,53,0
3527,UTTAR PRADESH,KANPUR NAGAR,2005,18,90,51,43,227,205,0
3528,UTTAR PRADESH,KAUSHAMBI,2005,9,7,13,11,7,21,0
3529,UTTAR PRADESH,KHIRI,2005,45,58,61,55,70,63,0
3530,UTTAR PRADESH,KUSHI NAGAR,2005,6,16,16,11,32,23,0
3531,UTTAR PRADESH,LALITPUR,2005,1,1,1,4,32,4,0
3532,UTTAR PRADESH,LUCKNOW,2005,51,136,44,71,204,281,0
3533,UTTAR PRADESH,MAHARAJGANJ,2005,9,14,9,14,21,6,0
3534,UTTAR PRADESH,MAHOBA,2005,4,1,4,3,12,2,0
3535,UTTAR PRADESH,MAINPURI,2005,5,22,22,8,5,17,0
3536,UTTAR PRADESH,MATHURA,2005,18,44,23,31,63,74,0
3537,UTTAR PRADESH,MAU,2005,5,6,10,10,47,29,0
3538,UTTAR PRADESH,MEERUT,2005,37,97,34,66,121,303,0
3539,UTTAR PRADESH,MIRZAPUR,2005,6,7,26,11,11,29,0
3540,UTTAR PRADESH,MORADABAD,2005,52,88,38,95,135,209,0
3541,UTTAR PRADESH,MUZAFFARNAGAR,2005,44,52,20,46,113,156,0
3542,UTTAR PRADESH,PILIBHIT,2005,24,28,20,23,33,15,0
3543,UTTAR PRADESH,PRATAPGARH,2005,15,33,23,17,4,51,0
3544,UTTAR PRADESH,RAIBAREILLY,2005,26,41,18,47,27,167,0
3545,UTTAR PRADESH,RAMPUR,2005,17,29,13,22,3,4,0
3546,UTTAR PRADESH,SAHARANPUR,2005,15,25,19,35,74,119,0
3547,UTTAR PRADESH,SANT KABIRNAGAR,2005,3,16,6,2,15,11,0
3548,UTTAR PRADESH,SHAHJAHANPUR,2005,26,37,25,40,25,22,0
3549,UTTAR PRADESH,SHRAWASTI,2005,6,13,6,5,7,8,0
3550,UTTAR PRADESH,SIDHARTHNAGAR,2005,4,19,12,13,40,13,0
3551,UTTAR PRADESH,SITAPUR,2005,51,86,70,72,31,142,0
3552,UTTAR PRADESH,SONBHADRA,2005,8,5,10,6,20,11,0
3553,UTTAR PRADESH,ST.RAVIDASNAGAR,2005,1,2,8,3,17,31,0
3554,UTTAR PRADESH,SULTANPUR,2005,16,24,14,14,21,38,0
3555,UTTAR PRADESH,UNNAO,2005,35,43,40,47,32,72,0
3556,UTTAR PRADESH,VARANASI,2005,8,19,19,8,43,44,0
